league,club,season,window,player,group,type,weight,labels,fee,mv_at_purchase,from_club,sold,sale_fee,seasons_eval,rating,minutes,profit_loss,rating_imp,efficiency,mv_growth
Bundesliga,Bayern Munich,24/25,summer,Bryan Zaragoza,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€13.0m,€12.0m,Granada CF,False,,1,0.0,0.0,,,-0.198,
Bundesliga,Bayern Munich,24/25,summer,Armindo Sieb,CF,rotation,1.0,replaces_sold|rotation_option,€1.5m,€4.0m,SpVgg Greuther Fürth,False,,1,1.725,0.0,,1.136,0.588,
Bundesliga,Bayern Munich,24/25,summer,Eric Dier,CB,starter,2.0,addresses_problem|replaces_sold,€0,€12.0m,Tottenham Hotspur,True,€0,1,1.896,3.192,-1.333,0.149,0.0,-0.111
Bundesliga,Bayern Munich,24/25,summer,Maurice Krattenmacher,MID,starter,2.0,addresses_problem|replaces_sold,,€2.0m,66,False,,1,0.938,0.0,,,,0.938
Bundesliga,Bayern Munich,24/25,summer,Lovro Zvonarek,MID,starter,2.0,addresses_problem|replaces_sold,,€3.0m,28,False,,1,0.0,0.0,,,,
Bundesliga,Bayern Munich,24/25,summer,Adam Aznou,LB,rotation,1.0,replaces_sold|rotation_option,,€900k,28,True,€9.0m,1,4.42,0.074,3.0,0.346,0.5,0.5
Bundesliga,Bayern Munich,24/25,winter,Jonas Urbig,GK,starter,2.0,improves_problem|replaces_sold,€7.0m,€3.0m,1.FC Köln,False,,2,3.205,2.16,,-0.142,-0.5,1.688
Bundesliga,Bayern Munich,25/26,summer,Luis Díaz,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€70.0m,€70.0m,Liverpool FC,False,,1,6.326,5.785,,0.541,0.0,0.0
Bundesliga,Bayern Munich,25/26,summer,Nicolas Jackson,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€16.5m,€50.0m,Chelsea FC,False,,1,8.532,5.332,,1.5,0.5,1.2
Bundesliga,Bayern Munich,25/26,summer,Jonathan Tah,CB,starter,2.0,addresses_problem|replaces_sold,€2.0m,€30.0m,Bayer 04 Leverkusen,False,,1,5.764,4.765,,0.565,0.5,-0.067
Bundesliga,Bayern Munich,25/26,summer,Tom Bischof,MID,starter,2.0,addresses_problem|replaces_sold,€300k,€30.0m,TSG 1899 Hoffenheim,False,,1,3.917,3.054,,0.03,0.5,0.333
Bundesliga,Bayern Munich,25/26,summer,Jonah Kusi-Asare,CF,rotation,1.0,replaces_sold|rotation_option,,€2.5m,28,False,,1,1.622,0.027,,1.596,,
Serie A,SPAL,19/20,summer,Andrea Petagna,CF,starter,2.0,improves_problem|replaces_sold|significant_outlay,€12.0m,€20.0m,Atalanta BC,True,€16.6m,1,6.561,5.912,0.511,0.044,0.185,-0.092
Serie A,SPAL,19/20,summer,Alessandro Murgia,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€4.0m,€5.0m,SS Lazio,False,,1,3.385,3.702,,-0.21,0.333,-0.44
Serie A,SPAL,19/20,summer,Mohamed Fares,LB,starter,2.0,improves_problem|replaces_sold|significant_outlay,€3.5m,€6.0m,Hellas Verona,False,,1,0.751,0.893,,-0.442,0.5,-0.2
Serie A,SPAL,19/20,summer,Igor Julio,CB,starter,2.0,improves_problem|replaces_sold|significant_outlay,€3.0m,€1.5m,409,False,,1,3.711,2.83,,-0.119,-0.5,1.5
Serie A,SPAL,19/20,summer,Mattia Valoti,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€3.0m,€1.0m,Hellas Verona,False,,1,2.477,3.237,,-0.06,-0.5,-0.2
Serie A,SPAL,19/20,summer,Arkadiusz Reca,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,€400k,€3.5m,Atalanta BC,False,,1,3.714,4.076,,-0.548,0.5,-0.314
Serie A,SPAL,19/20,summer,Lorenzo Dickmann,RB,rotation,1.0,replaces_sold|rotation_option,€250k,€1.6m,6692,False,,1,2.243,0.0,,,0.588,1.654
Serie A,SPAL,19/20,summer,Jacopo Sala,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€1.6m,UC Sampdoria,False,,1,1.627,1.812,,-0.435,0.5,-0.25
Serie A,SPAL,19/20,summer,Davide Mazzocco,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€250k,3037,False,,1,0.714,0.0,,,0.714,
Serie A,SPAL,19/20,summer,Paolo Cannistrà,CB,starter,2.0,improves_problem|replaces_sold,,€25k,22276,False,,1,1.25,0.0,,,,1.25
Serie A,SPAL,19/20,winter,Ervin Zukanovic,CB,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€1.2m,18487,False,,1,0.512,0.429,,-0.209,0.5,-0.208
Ligue 1,Stade Rennais FC,19/20,summer,Raphinha,W,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€21.0m,€8.0m,Sporting CP,True,€18.6m,1,4.712,4.479,-0.152,0.167,-0.115,0.333
Ligue 1,Stade Rennais FC,19/20,summer,M'Baye Niang,CF,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€15.0m,€12.0m,Torino FC,True,€0,2,1.185,3.234,-1.333,-0.153,-0.458,-0.104
Ligue 1,Stade Rennais FC,19/20,summer,Flavien Tait,MID,starter,2.0,improves_problem|replaces_sold|significant_outlay|rotation_option,€9.0m,€8.0m,Angers SCO,True,€0,4,1.277,3.111,-1.333,-0.061,-0.354,-0.085
Ligue 1,Stade Rennais FC,19/20,summer,Edouard Mendy,GK,starter,2.0,improves_problem|replaces_sold|significant_outlay|rotation_option,€7.6m,€9.0m,Stade Reims,True,€24.0m,1,8.14,5.714,2.0,0.12,0.38,-0.074
Ligue 1,Stade Rennais FC,19/20,summer,Jonas Martin,MID,starter,2.0,improves_problem|replaces_sold|rotation_option,€4.0m,€5.0m,RC Strasbourg Alsace,True,€0,3,0.046,1.781,-1.333,-0.159,-0.083,-0.16
Ligue 1,Stade Rennais FC,19/20,summer,Metehan Güclü,CF,starter,2.0,addresses_problem|replaces_sold,€1.5m,,8512,True,€0,1,0.0,0.0,-1.569,,-0.588,
Ligue 1,Stade Rennais FC,19/20,summer,Hakim El Mokeddem,MID,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€300k,FC Toulouse,True,,1,0.769,0.0,,,0.769,
Ligue 1,Stade Rennais FC,19/20,summer,Jérémy Morel,LB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€250k,Olympique Lyon,True,€0,1,3.508,4.778,-1.333,0.064,0.0,0.0
Ligue 1,Stade Rennais FC,19/20,summer,Romain Salin,GK,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€200k,Sporting CP,True,€0,4,0.0,0.94,-1.333,-0.301,0.0,0.188
Ligue 1,Stade Rennais FC,19/20,summer,Sacha Boey,RB,starter,2.0,improves_problem|replaces_sold|rotation_option,,€250k,8154,True,€5.7m,2,4.393,0.345,3.0,-0.14,0.5,0.688
Ligue 1,Stade Rennais FC,19/20,summer,Timothé Nkada,CF,starter,2.0,addresses_problem|replaces_sold,,€150k,8154,True,€0,1,0.0,0.0,-1.569,,-0.588,
Ligue 1,Stade Rennais FC,19/20,summer,Yann Gboho,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€150k,8154,True,€0,2,0.0,0.585,-1.333,-0.309,-0.5,0.75
Ligue 1,Stade Rennais FC,19/20,winter,Riffi Mandanda,GK,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€400k,7042,True,,1,0.625,0.0,,,0.714,-0.089
Ligue 1,Stade Rennais FC,20/21,summer,Jérémy Doku,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€26.0m,€9.0m,58,True,€60.0m,3,5.003,2.643,1.744,0.154,0.0,0.463
Ligue 1,Stade Rennais FC,20/21,summer,Serhou Guirassy,CF,starter,2.0,improves_problem|replaces_sold|significant_outlay|rotation_option,€15.0m,€8.0m,Amiens SC,True,€9.0m,3,0.81,1.815,-0.533,-0.139,-0.5,0.167
Ligue 1,Stade Rennais FC,20/21,summer,Martin Terrier,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€12.0m,€10.5m,Olympique Lyon,True,€20.0m,4,5.535,4.048,0.889,0.382,-0.119,0.335
Ligue 1,Stade Rennais FC,20/21,summer,Alfred Gomis,GK,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€10.0m,€2.4m,Dijon FCO,True,€0,2,6.966,6.0,0.0,0.966,-0.5,0.5
Ligue 1,Stade Rennais FC,20/21,summer,Nayef Aguerd,CB,starter,2.0,addresses_problem|replaces_sold,€4.0m,€4.0m,Dijon FCO,True,€35.0m,2,9.013,5.669,2.5,0.178,0.25,0.417
Ligue 1,Stade Rennais FC,20/21,summer,Dalbert,LB,rotation,1.0,replaces_sold|rotation_option,€2.5m,€9.0m,Inter Milan,False,,1,4.3,1.73,,1.404,0.5,0.667
Ligue 1,Stade Rennais FC,20/21,summer,Lilian Brassier,CB,starter,2.0,addresses_problem|replaces_sold,,€625k,8154,True,€1.8m,1,2.173,0.0,2.0,0.173,-0.5,0.5
Ligue 1,Stade Rennais FC,20/21,summer,Georginio Rutter,CF,starter,2.0,improves_problem|replaces_sold|rotation_option,,€150k,8154,True,€750k,1,2.342,0.08,2.5,-0.488,-0.5,0.75
Ligue 1,Stade Rennais FC,20/21,winter,Daniele Rugani,CB,starter,2.0,addresses_problem|replaces_sold,€1.1m,€12.0m,Juventus FC,False,,1,0.0,0.19,,-0.115,0.5,-0.583
Ligue 1,Stade Rennais FC,21/22,summer,Loïc Badé,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€17.0m,€12.0m,RC Lens,True,€12.0m,2,4.988,2.355,1.412,0.97,-0.25,0.5
Ligue 1,Stade Rennais FC,21/22,summer,Kamaldeen Sulemana,W,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€17.0m,€9.0m,2778,True,€25.0m,2,6.302,2.919,2.0,0.883,0.0,0.5
Ligue 1,Stade Rennais FC,21/22,summer,Gaëtan Laborde,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€15.0m,€15.0m,Montpellier HSC,True,€15.0m,1,5.457,5.347,0.0,0.182,-0.139,0.067
Ligue 1,Stade Rennais FC,21/22,summer,Baptiste Santamaria,MID,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€14.0m,€15.0m,SC Freiburg,True,€2.0m,4,6.52,5.088,0.286,0.965,-0.194,0.375
Ligue 1,Stade Rennais FC,21/22,summer,Lovro Majer,MID,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€12.0m,€13.0m,419,True,€25.0m,2,9.772,6.0,2.0,1.0,0.272,0.5
Ligue 1,Stade Rennais FC,21/22,summer,Doğan Alemdar,GK,starter,2.0,addresses_problem,€3.7m,€2.4m,3205,True,€1.2m,3,0.0,0.966,-0.906,-0.276,-0.417,0.083
Ligue 1,Stade Rennais FC,21/22,summer,Birger Meling,LB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€3.0m,€3.5m,Nîmes Olympique,True,€2.0m,2,2.607,2.948,-0.444,-0.004,-0.131,0.238
Ligue 1,Stade Rennais FC,21/22,summer,Lorenz Assignon,RB,rotation,1.0,replaces_sold|rotation_option,,€500k,8154,True,€12.0m,4,8.82,3.677,3.0,0.925,0.5,0.719
Ligue 1,Stade Rennais FC,21/22,summer,Lesley Ugochukwu,MID,rotation,1.0,replaces_sold|rotation_option,,€300k,8154,True,€27.0m,2,8.782,3.783,3.0,0.749,0.5,0.75
Ligue 1,Stade Rennais FC,21/22,summer,Warmed Omari,CB,rotation,1.0,replaces_sold|rotation_option,,€200k,8154,True,€2.0m,4,8.669,4.495,3.0,0.924,-0.5,0.75
Ligue 1,Stade Rennais FC,22/23,summer,Amine Gouiri,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€28.0m,€42.0m,OGC Nice,True,€19.0m,3,8.629,5.706,1.357,1.0,0.208,0.357
Ligue 1,Stade Rennais FC,22/23,summer,Arnaud Kalimuendo,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€20.0m,€18.0m,Paris Saint-Germain,True,€30.0m,3,9.611,6.0,2.0,0.953,0.157,0.5
Ligue 1,Stade Rennais FC,22/23,summer,Arthur Theate,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€19.0m,€15.0m,Bologna FC 1909,True,€13.0m,2,8.396,6.0,1.368,1.0,-0.472,0.5
Ligue 1,Stade Rennais FC,22/23,summer,Christopher Wooh,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€9.0m,€3.0m,RC Lens,True,€0,3,6.412,5.471,0.0,0.942,-0.5,0.5
Ligue 1,Stade Rennais FC,22/23,summer,Steve Mandanda,GK,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€1.5m,Olympique Marseille,True,,3,6.531,6.298,,-0.188,0.625,-0.204
Ligue 1,Stade Rennais FC,22/23,summer,Xeka,MID,starter,2.0,addresses_problem|replaces_sold,,€9.0m,515,True,,1,0.912,1.432,,-0.372,,-0.148
Ligue 1,Stade Rennais FC,22/23,summer,Jeanuël Belocian,CB,rotation,1.0,replaces_sold|rotation_option,,€500k,7874,True,€15.0m,2,9.253,4.114,3.0,0.888,0.5,0.75
Ligue 1,Stade Rennais FC,22/23,summer,Désiré Doué,W,starter,2.0,addresses_problem|replaces_sold,,€400k,8154,True,€50.0m,2,7.161,2.854,3.0,0.057,0.5,0.75
Ligue 1,Stade Rennais FC,22/23,summer,Noah Françoise,MID,starter,2.0,addresses_problem|replaces_sold,,€250k,8154,True,,1,0.205,0.0,,,,0.205
Ligue 1,Stade Rennais FC,22/23,summer,Junior Kadile,W,starter,2.0,addresses_problem|replaces_sold,,€200k,8154,True,,1,0.0,0.0,,,,
Ligue 1,Stade Rennais FC,22/23,summer,Elias Damergy,GK,starter,2.0,improves_problem|replaces_sold,,€200k,8154,True,,1,0.0,0.0,,,,-0.128
Ligue 1,Stade Rennais FC,22/23,winter,Ibrahim Salah,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€6.5m,€800k,157,True,€2.0m,2,0.0,0.765,-0.923,-0.178,-0.5,0.562
Ligue 1,Stade Rennais FC,22/23,winter,Karl Toko Ekambi,CF,rotation,1.0,replaces_sold|rotation_option,€1.5m,€12.0m,Olympique Lyon,False,,1,7.633,4.633,,1.5,0.5,1.0
Ligue 1,Stade Rennais FC,23/24,summer,Enzo Le Fée,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€20.0m,€20.0m,FC Lorient,True,€23.0m,1,3.809,3.342,0.2,0.069,0.231,-0.033
Ligue 1,Stade Rennais FC,23/24,summer,Ludovic Blas,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€15.0m,€20.0m,FC Nantes,False,,3,4.398,4.265,,0.0,0.417,-0.283
Ligue 1,Stade Rennais FC,23/24,summer,Fabian Rieder,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€15.0m,€15.0m,452,True,€7.0m,1,0.0,0.773,-0.711,-0.261,0.139,-0.156
Ligue 1,Stade Rennais FC,23/24,summer,Bertuğ Yıldırım,CF,rotation,1.0,replaces_sold|rotation_option,€5.4m,€2.7m,7775,True,€2.2m,1,3.979,2.221,0.815,0.61,-0.167,0.5
Ligue 1,Stade Rennais FC,23/24,summer,Nemanja Matić,MID,starter,2.0,addresses_problem|replaces_sold,€2.5m,€4.0m,AS Roma,True,€2.6m,1,2.344,2.24,0.053,0.099,0.036,-0.083
Ligue 1,Stade Rennais FC,23/24,summer,Geoffrey Lembet,GK,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€150k,1081,True,,2,0.635,0.0,,,0.714,-0.079
Ligue 1,Stade Rennais FC,23/24,summer,Gauthier Gallon,GK,starter,2.0,improves_problem|replaces_sold,,€2.0m,ESTAC Troyes,True,€0,2,0.0,0.049,-1.333,-0.458,-0.5,-0.167
Ligue 1,Stade Rennais FC,23/24,summer,Alan Do Marcolino,CF,rotation,1.0,replaces_sold|rotation_option,,€150k,8154,True,€0,1,0.0,0.0,0.0,,-0.556,0.37
Ligue 1,Stade Rennais FC,23/24,winter,Azor Matusiwa,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€15.5m,€10.0m,Stade Reims,True,€11.5m,2,2.878,3.13,-0.344,0.092,0.0,0.0
Ligue 1,Stade Rennais FC,23/24,winter,Alidu Seidu,CB,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€11.0m,€7.0m,Clermont Foot 63,False,,3,1.761,2.035,,0.083,-0.5,0.143
Ligue 1,Stade Rennais FC,23/24,winter,Jérémy Jacquet,CB,starter,2.0,addresses_problem|replaces_sold,,€50k,8154,False,,3,4.582,2.158,,0.056,,2.368
Ligue 1,Stade Rennais FC,24/25,summer,Albert Grønbæk,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€15.0m,€12.0m,501,False,,1,1.126,1.919,,-0.292,-0.417,-0.083
Ligue 1,Stade Rennais FC,24/25,summer,Mikayil Faye,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€10.3m,€10.0m,FC Barcelona,False,,2,3.972,1.848,,1.273,-0.05,0.9
Ligue 1,Stade Rennais FC,24/25,summer,Glen Kamara,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€10.0m,€6.0m,Leeds United,False,,2,0.0,0.846,,-0.322,-0.5,-0.375
Ligue 1,Stade Rennais FC,24/25,summer,Andrés Gómez,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€10.0m,€5.0m,6643,True,€4.5m,1,0.0,0.804,-0.733,-0.331,-0.333,-0.067
Ligue 1,Stade Rennais FC,24/25,summer,Henrik Meister,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€9.0m,€600k,10217,True,€4.0m,1,1.865,0.321,0.988,,0.0,0.556
Ligue 1,Stade Rennais FC,24/25,summer,Jota,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€8.0m,€9.0m,8023,True,€10.0m,1,0.99,0.734,0.333,-0.341,0.301,-0.037
Ligue 1,Stade Rennais FC,24/25,summer,Leo Østigård,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€7.4m,€8.0m,SSC Napoli,True,€2.5m,1,7.994,6.0,0.678,1.0,-0.184,0.5
Ligue 1,Stade Rennais FC,24/25,summer,Jordan James,MID,starter,2.0,addresses_problem|replaces_sold,€5.0m,€4.5m,337,False,,2,1.874,1.394,,-0.112,-0.185,0.778
Ligue 1,Stade Rennais FC,24/25,summer,Hans Hateboer,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€2.8m,€3.5m,Atalanta BC,False,,2,1.588,2.007,,-0.466,0.333,-0.286
Ligue 1,Stade Rennais FC,24/25,summer,Mohamed Jaouab,CB,rotation,1.0,replaces_sold|rotation_option,€1.0m,€600k,Amiens SC,True,€0,1,0.0,0.0,0.0,,-0.588,
Ligue 1,Stade Rennais FC,24/25,summer,Mahamadou Nagida,LB,starter,2.0,improves_problem,,€500k,8154,False,,2,2.896,1.525,,-0.129,,1.5
Ligue 1,Stade Rennais FC,24/25,summer,Djaoui Cissé,MID,starter,2.0,addresses_problem|replaces_sold,,€100k,8154,False,,2,4.945,2.624,,-0.047,,2.368
Ligue 1,Stade Rennais FC,24/25,winter,Seko Fofana,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€20.0m,€12.0m,18544,False,,2,1.042,1.768,,-0.059,-0.5,-0.167
Ligue 1,Stade Rennais FC,24/25,winter,Brice Samba,GK,starter,2.0,improves_problem|replaces_sold|significant_outlay,€14.0m,€15.0m,RC Lens,False,,2,4.92,5.056,,0.086,0.111,-0.333
Ligue 1,Stade Rennais FC,24/25,winter,Anthony Rouault,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€13.0m,€10.0m,VfB Stuttgart,False,,2,8.334,5.834,,1.5,-0.5,1.5
Ligue 1,Stade Rennais FC,24/25,winter,Kyogo Furuhashi,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€12.0m,€14.0m,371,True,€9.0m,1,3.08,0.588,1.5,0.551,0.119,0.321
Ligue 1,Stade Rennais FC,24/25,winter,Mousa Tamari,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€8.0m,€6.0m,Montpellier HSC,False,,2,2.82,3.301,,-0.148,-0.5,0.167
Ligue 1,Stade Rennais FC,24/25,winter,Kazeem Olaigbe,W,starter,2.0,addresses_problem|replaces_sold,€5.2m,€1.8m,520,True,€5.0m,1,0.788,0.643,-0.063,-0.041,-0.25,0.5
Ligue 1,Stade Rennais FC,24/25,winter,Ismaël Koné,MID,starter,2.0,addresses_problem|replaces_sold,€1.0m,€12.0m,Olympique Marseille,False,,1,1.143,1.095,,-0.202,0.5,-0.25
Ligue 1,Stade Rennais FC,24/25,winter,Ayanda Sishuba,MID,starter,2.0,addresses_problem|replaces_sold,€250k,€2.0m,Hellas Verona,False,,1,0.0,0.005,,-1.5,0.5,-0.25
Ligue 1,Stade Rennais FC,24/25,winter,Wilson Samaké,CF,rotation,1.0,replaces_sold|rotation_option,,€150k,8154,True,€0,1,0.0,0.0,0.0,,-0.556,0.37
Ligue 1,Stade Rennais FC,25/26,summer,Estéban Lepaul,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€13.5m,€7.0m,Angers SCO,False,,1,9.0,6.5,,1.5,-0.5,1.5
Ligue 1,Stade Rennais FC,25/26,summer,Quentin Merlin,LB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€13.0m,€15.0m,Olympique Marseille,False,,1,9.422,6.5,,1.5,0.222,1.2
Ligue 1,Stade Rennais FC,25/26,summer,Breel Embolo,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€13.0m,€12.0m,AS Monaco,False,,1,9.199,6.5,,1.338,-0.139,1.5
Ligue 1,Stade Rennais FC,25/26,summer,Lilian Brassier,CB,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€12.0m,€10.0m,Stade Brestois 29,False,,1,5.137,5.315,,-0.045,-0.333,0.2
Ligue 1,Stade Rennais FC,25/26,summer,Mahdi Camara,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€8.0m,€9.0m,Stade Brestois 29,False,,1,6.271,6.281,,-0.306,0.185,0.111
Ligue 1,Stade Rennais FC,25/26,summer,Valentin Rongier,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€5.5m,€9.0m,Olympique Marseille,False,,1,7.513,6.479,,0.534,0.5,0.0
Ligue 1,Stade Rennais FC,25/26,summer,Przemyslaw Frankowski,RB,starter,2.0,improves_problem|replaces_sold,€2.8m,€7.0m,141,False,,1,3.967,3.379,,,0.588,0.0
Ligue 1,Stade Rennais FC,25/26,winter,Yassir Zabiri,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€10.0m,€4.0m,FC Famalicão,False,,1,2.306,0.223,,1.083,-0.5,1.5
Ligue 1,Stade Rennais FC,25/26,winter,Sebastian Szymanski,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€9.5m,€12.0m,36,False,,1,2.145,1.834,,-0.036,0.347,0.0
Ligue 1,Stade Rennais FC,25/26,winter,Arnaud Nordin,W,starter,2.0,addresses_problem|replaces_sold,€1.0m,€4.0m,1.FSV Mainz 05,False,,1,1.591,1.355,,-0.264,0.5,0.0
Serie A,Hellas Verona,19/20,summer,Amir Rrahmani,CB,starter,2.0,replaces_sold|significant_outlay,€3.5m,€1.5m,419,True,€15.3m,1,8.646,6.0,2.0,0.021,0.0,0.625
Serie A,Hellas Verona,19/20,summer,Paweł Dawidowicz,CB,starter,2.0,replaces_sold|significant_outlay,€3.5m,€2.0m,SL Benfica,True,,6,3.172,3.806,,-0.238,-0.625,0.229
Serie A,Hellas Verona,19/20,summer,Samuel Di Carmine,CF,starter,2.0,replaces_sold|significant_outlay,€2.5m,€1.7m,839,True,€600k,2,0.0,1.755,-1.013,-0.257,-0.5,-0.078
Serie A,Hellas Verona,19/20,summer,Antonino Ragusa,W,starter,2.0,replaces_sold|significant_outlay,€1.0m,€1.0m,US Sassuolo,True,€0,1,0.0,0.0,-1.481,,-0.278,-0.222
Serie A,Hellas Verona,19/20,summer,Mariusz Stępiński,CF,starter,2.0,replaces_sold,€500k,€4.0m,Chievo Verona,True,€150k,2,0.0,0.679,-0.933,-0.496,0.0,-0.104
Serie A,Hellas Verona,19/20,summer,Alberto Almici,RB,starter,2.0,replaces_sold,€500k,€500k,Atalanta BC,True,,1,0.0,0.0,,,0.0,-0.095
Serie A,Hellas Verona,19/20,summer,Luca Marrone,CB,starter,2.0,replaces_sold,€450k,€800k,Juventus FC,True,€1.0m,1,2.297,0.0,1.811,,0.556,-0.069
Serie A,Hellas Verona,19/20,summer,Antonio Di Gaudio,W,starter,2.0,replaces_sold,€400k,€1.4m,Parma Calcio 1913,True,,1,0.769,0.0,,,0.769,
Serie A,Hellas Verona,19/20,summer,Emmanuel Badu,MID,starter,2.0,replaces_sold,€370k,€1.5m,Udinese Calcio,True,,1,0.433,0.548,,-0.588,0.625,-0.153
Serie A,Hellas Verona,19/20,summer,Davide Faraoni,RB,rotation,1.0,replaces_sold|rotation_option,€300k,€900k,FC Crotone,True,,6,8.245,5.785,,1.17,0.625,0.666
Serie A,Hellas Verona,19/20,summer,Gennaro Tutino,CF,starter,2.0,replaces_sold,€125k,€2.5m,SSC Napoli,False,,1,0.089,0.473,,-0.684,0.5,-0.2
Serie A,Hellas Verona,19/20,summer,Mattia Chiesa,GK,starter,2.0,replaces_sold,€93k,€50k,55772,True,€0,3,0.0,0.0,-1.481,,-0.556,0.37
Serie A,Hellas Verona,19/20,summer,Darko Lazović,W,rotation,1.0,replaces_sold|rotation_option,€0,€3.0m,Genoa CFC,True,,6,9.75,7.5,,1.146,0.625,0.479
Serie A,Hellas Verona,19/20,summer,Salvatore Bocchetti,CB,rotation,1.0,replaces_sold|rotation_option,€0,€1.5m,232,True,,2,2.911,0.828,,1.25,0.625,0.208
Serie A,Hellas Verona,19/20,summer,Miguel Veloso,MID,rotation,1.0,replaces_sold|rotation_option,€0,€1.0m,Genoa CFC,True,€0,4,7.069,5.701,0.0,0.981,0.0,0.388
Serie A,Hellas Verona,19/20,summer,Vincenzo Silvestro,W,starter,2.0,replaces_sold,€0,€150k,2581,True,,1,0.769,0.0,,,0.769,
Serie A,Hellas Verona,19/20,summer,Aleksejs Saveljevs,MID,starter,2.0,replaces_sold,,€75k,16996,True,,1,0.0,0.0,,,,
Serie A,Hellas Verona,19/20,summer,Lucas Felippe,MID,starter,2.0,replaces_sold,,€75k,16996,True,€0,2,0.0,0.024,-1.333,-0.45,-0.5,0.167
